ft,bt,km,ownerNo,oem,modelYear,Insurance Validity,Transmission,Mileage,Engine,Torque,Color,No of Cylinder,Values per Cylinder,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,city,Max Power
Petrol,Hatchback,58374,1,Hyundai,2018,Comprehensive,Manual,18.9,1197.0,113.0,White,4.0,4.0,3765.0,1660.0,1520.0,2425.0,1140.0,5 Speed,5,Power,Tubeless,5,jaipur,81.0
Petrol,Sedan,40000,1,Honda,2021,Third Party,Manual,18.6,1199.0,110.0,Others,4.0,4.0,3995.0,1695.0,1501.0,2470.0,924.0,5 Speed,5,Electric,Tubeless Radial,4,hyderabad,88.0
Diesel,SUV,80000,1,Tata,2012,Third Party,Manual,11.57,2179.0,320.0,Others,4.0,4.0,4650.0,1918.0,1925.0,2650.0,1850.0,5 Speed,7,Power,Tubeless Radial,5,jaipur,138.0
Petrol,Hatchback,5385,1,Maruti,2020,Third Party,Manual,22.05,796.0,69.0,Grey,3.0,4.0,3445.0,1515.0,1475.0,2360.0,755.0,5 Speed,5,Power,Tubeless,5,kolkata,47.0
Diesel,Sedan,120000,2,Skoda,2006,Third Party,Manual,18.7,1896.0,210.0,White,4.0,4.0,4507.0,1731.0,1455.0,2512.0,1270.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,66.0
Diesel,SUV,20000,1,Mahindra,2022,Comprehensive,Automatic,19.305221281860927,2198.0,450.0,Silver,4.0,4.0,4695.0,1890.0,1755.0,2750.0,1855.0,6 Speed,7,Power,Tubeless Radial,5,chennai,182.0
Petrol,Hatchback,37961,2,Maruti,2014,Comprehensive,Manual,20.51,998.0,90.0,Silver,3.0,4.0,3599.0,1495.0,1700.0,2400.0,870.0,5 Speed,5,Power,Tubeless,5,delhi,67.0
Petrol,SUV,50000,1,Kia,2019,Third Party,Manual,16.8,1497.0,144.0,White,4.0,4.0,4315.0,1800.0,1645.0,2610.0,1335.0,6 Speed,5,Electric,Tubeless Radial,5,chennai,113.0
Petrol,Sedan,58416,1,Honda,2019,Third Party,Manual,17.4,1497.0,145.0,MODERN STEEL METALLIC,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1088.0,5 Speed,5,Power,Tubeless Radial,4,chennai,117.0
Petrol,Sedan,71762,2,Ford,2017,Comprehensive,Manual,18.16,1196.0,112.0,Red,4.0,4.0,3995.0,1695.0,1525.0,2491.0,995.0,5 Speed,5,Power,Tubeless,4,kolkata,86.0
Petrol,Sedan,67047,1,Honda,2017,Zero Dep,Automatic,18.0,1497.0,145.0,Silver,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1085.0,5 Speed CVT,5,Power,Tubeless Radial,4,delhi,117.0
Petrol,Hatchback,14636,1,Hyundai,2022,Comprehensive,Manual,21.0,1197.0,114.0,Blue,4.0,4.0,3995.0,1775.0,1505.0,2580.0,1170.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,81.0
Diesel,SUV,20000,1,MG,2020,Third Party,Manual,17.41,1956.0,350.0,Others,4.0,4.0,4655.0,1835.0,1760.0,2750.0,1860.0,6 Speed,5,Power,Radial,5,bangalore,167.0
Petrol,Hatchback,75498,1,Maruti,2013,Comprehensive,Manual,18.9,998.0,90.0,White,3.0,4.0,3595.0,1495.0,1700.0,2400.0,885.0,5 Speed,5,Power,Tubeless Radial,4,chennai,67.0
Diesel,Sedan,78000,1,Audi,2015,Third Party,Automatic,17.68,1968.0,380.0,Black,4.0,4.0,4915.0,2086.0,1455.0,2912.0,1660.0,8 Speed,5,Power,Tubeless Radial,4,hyderabad,174.0
Diesel,SUV,100000,1,Mahindra,2017,Third Party,Manual,18.49,1493.0,240.0,Others,3.0,2.0,3995.0,1835.0,1826.0,2680.0,1650.0,5 Speed,7,Power,Tubeless Radial,5,kolkata,100.0
Diesel,Sedan,100000,2,Volkswagen,2012,Third Party,Manual,20.54,1598.0,250.0,Blue,4.0,4.0,4384.0,1699.0,1466.0,2552.0,1220.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,103.0
Petrol,SUV,10000,1,Hyundai,2021,Third Party,Manual,18.0,998.0,171.0,Others,3.0,4.0,3995.0,1770.0,1605.0,2500.0,1300.0,iMT,5,Electric,Radial,5,bangalore,118.0
Petrol,Hatchback,50000,1,Hyundai,2009,Third Party,Manual,20.36,1197.0,111.0,Others,4.0,4.0,3585.0,1595.0,1550.0,2380.0,930.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,78.0
Petrol,Hatchback,20000,3,Hyundai,2020,Third Party,Automatic,20.7,1197.0,113.0,Others,4.0,4.0,3805.0,1680.0,1520.0,2450.0,1140.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,81.0
Petrol,Sedan,97411,1,Honda,2017,Comprehensive,Manual,17.8,1198.0,109.0,Silver,4.0,4.0,3990.0,1680.0,1505.0,2405.0,965.0,5 Speed,5,Power,Tubeless Radial,4,delhi,86.0
Petrol,Hatchback,20000,1,Hyundai,2021,Third Party,Manual,20.0,998.0,171.0,Others,3.0,4.0,3995.0,1775.0,1505.0,2580.0,1240.0,6 Speed IMT,5,Electric,Tubeless Radial,5,bangalore,118.0
Petrol,SUV,68279,1,Kia,2019,Third Party,Manual,16.5,1353.0,242.0,Glacier White Pearl,4.0,4.0,4315.0,1800.0,1645.0,2610.0,1515.0,6 Speed,5,Electric,Tubeless Radial,5,jaipur,138.0
Petrol,Hatchback,36735,1,Hyundai,2018,Comprehensive,Manual,18.9,1197.0,113.0,Blue,4.0,4.0,3765.0,1660.0,1520.0,2425.0,1060.0,5 Speed,5,Power,Tubeless,5,bangalore,81.0
Petrol,Coupe,60000,2,Land Rover,2013,Comprehensive,Automatic,12.07,1999.0,340.0,Grey,4.0,4.0,4355.0,2120.0,1605.0,2660.0,1655.0,9 Speed,5,Power,Tubeless Radial,4,chennai,236.0
Petrol,SUV,30022,1,Jeep,2018,Comprehensive,Automatic,14.1,1368.0,250.0,Grey,4.0,4.0,4395.0,1818.0,1640.0,2636.0,1562.0,7 Speed,5,Power,Tubeless Radial,5,kolkata,160.0
Diesel,SUV,78565,1,Mahindra,2019,Comprehensive,Manual,15.1,2179.0,360.0,White,4.0,4.0,4585.0,1890.0,1785.0,2700.0,1725.0,6 Speed,7,Power,Tubeless,5,kolkata,152.0
Diesel,SUV,50000,3,Mahindra,2016,Third Party,Automatic,16.0,2179.0,330.0,Others,4.0,4.0,4585.0,1890.0,1785.0,2700.0,1960.0,6 Speed,7,Power,Tubeless,5,jaipur,140.0
Petrol,Hatchback,58000,1,Ford,2015,Third Party,Manual,15.6,1196.0,102.0,Grey,4.0,4.0,3795.0,1680.0,1427.0,2489.0,1060.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,70.0
Petrol,Hatchback,6624,1,Renault,2022,Third Party,Manual,21.46,999.0,91.0,Blue,3.0,4.0,3731.0,1579.0,1490.0,2518.403850840848,699.0,5 Speed,5,Electric,Tubeless Radial,5,delhi,67.0
Electric,SUV,22000,1,MG,2022,Third Party,Automatic,19.305221281860927,0.0,280.0,White,4.0,4.0,4323.0,1809.0,1649.0,2585.0,1547.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,174.0
Petrol,Hatchback,19000,1,Hyundai,2019,Third Party,Manual,18.9,1197.0,113.0,Blue,4.0,4.0,3765.0,1660.0,1520.0,2425.0,1060.0,5 Speed,5,Power,Tubeless,5,bangalore,81.0
Diesel,Sedan,83000,1,Audi,2012,Third Party,Automatic,17.68,1968.0,380.0,White,4.0,4.0,4915.0,2086.0,1455.0,2912.0,1660.0,8 Speed,5,Power,Tubeless Radial,4,hyderabad,174.0
Petrol,Sedan,70380,1,Tata,2021,Comprehensive,Manual,19.28,1199.0,113.0,Blue,3.0,4.0,3993.0,1677.0,1532.0,2450.0,1030.0,5 Speed,5,Electric,Tubeless Radial,4,hyderabad,84.0
Petrol,Sedan,39542,2,Tata,2018,Third Party,Automatic,20.3,1199.0,114.0,Silver,3.0,4.0,3992.0,1677.0,1537.0,2450.0,1035.0,5 Speed,5,Power,Tubeless Radial,4,chennai,83.0
Diesel,Sedan,115915,2,Honda,2018,Third Party,Manual,25.6,1498.0,200.0,Grey,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1175.0,6 Speed,5,Power,Tubeless Radial,4,chennai,97.0
Petrol,SUV,26500,2,Hyundai,2021,Comprehensive,Automatic,19.305221281860927,1397.0,242.0,White,4.0,4.0,4300.0,1790.0,1635.0,2610.0,1465.0,7-speed DCT,5,Power,Tubeless Radial,5,bangalore,138.0
Petrol,MUV,83863,1,Maruti,2017,Third Party,Automatic,17.03,1373.0,130.0,Others,4.0,4.0,4296.0,1695.0,1685.0,2740.0,1185.0,4 Speed,7,Power,Tubeless Radial,5,delhi,91.0
Petrol,Hatchback,10000,1,Renault,2022,Third Party,Manual,21.74,999.0,91.0,Others,3.0,4.0,3731.0,1579.0,1474.0,2422.0,730.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,67.0
Diesel,MUV,58000,1,Toyota,2011,Comprehensive,Manual,12.8,2494.0,20.0,Maroon,4.0,4.0,4.0,1.0,1.0,2.0,1675.0,5 Speed,7,Power,Tubeless Radial,5,bangalore,102.0
Petrol,Sedan,87859,2,Toyota,2014,Third Party,Manual,16.78,1496.0,132.0,Others,4.0,4.0,4265.0,1695.0,1510.0,2550.0,935.0,5 Speed,5,Power,Tubeless,4,kolkata,88.0
Petrol,Hatchback,50000,1,Hyundai,2015,Comprehensive,Manual,18.9,1197.0,114.0,Grey,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,delhi,82.0
Petrol,SUV,49972,1,Kia,2022,Third Party,Manual,18.4,1197.0,115.0,Aurora Black Pearl,4.0,4.0,3995.0,1790.0,1642.0,2500.0,1192.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,81.0
Petrol,Hatchback,120000,2,Maruti,2014,Third Party,Manual,23.1,998.0,90.0,Others,3.0,4.0,3715.0,1635.0,1565.0,2425.0,835.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,67.0
Diesel,SUV,73000,2,Toyota,2014,Comprehensive,Manual,13.0,2982.0,343.0,Grey,4.0,4.0,4705.0,1840.0,1850.0,2750.0,1880.0,5 Speed,7,Power,Tubeless Radial,5,bangalore,168.0
Petrol,Sedan,56000,2,Mercedes-Benz,2012,Third Party,Automatic,12.3,1796.0,285.0,White,4.0,4.0,4868.0,1854.0,1471.0,2874.0,1595.0,5 Speed,5,Power,Tubeless Radial,4,delhi,185.0
Petrol,SUV,46456,1,Mahindra,2018,Third Party,Manual,18.15,1198.0,115.0,Red,3.0,4.0,3675.0,1715.0,1655.0,2385.0,1195.0,5 Speed,6,Power,Tubeless Radial,5,bangalore,82.0
Petrol,SUV,182946,1,Hyundai,2017,Third Party,Manual,15.29,1591.0,151.0,Silver,4.0,4.0,4270.0,1780.0,1630.0,2590.0,1.0,6 Speed,5,Power,Tubeless,5,jaipur,121.0
Petrol,Hatchback,40000,1,Maruti,2018,Comprehensive,Manual,22.0,1197.0,113.0,Silver,4.0,4.0,3840.0,1735.0,1530.0,2450.0,855.0,5,5,Power,Tubeless,5,delhi,81.0
Petrol,Hatchback,55161,3,Hyundai,2015,Third Party,Manual,18.9,1197.0,114.0,Orange,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,chennai,82.0
Petrol,Hatchback,60000,2,Maruti,2019,Third Party,Manual,22.05,796.0,69.0,Others,3.0,4.0,3445.0,1515.0,1475.0,2360.0,755.0,5 Speed,5,Power,Tubeless,5,chennai,47.0
Diesel,Hatchback,50000,1,Maruti,2015,Third Party,Manual,25.2,1248.0,190.0,Others,4.0,4.0,3840.0,1735.0,1530.0,2450.0,960.0,5 Speed,5,Power,Tubeless,5,bangalore,74.0
Diesel,Hatchback,113348,3,Ford,2010,Comprehensive,Manual,20.0,1399.0,160.0,Grey,4.0,2.0,3795.0,1680.0,1427.0,2489.0,1115.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,68.0
Petrol,SUV,40000,1,Ford,2018,Third Party,Automatic,14.8,1497.0,150.0,White,3.0,4.0,3998.0,1765.0,1647.0,2519.0,1320.0,6 Speed,5,Power,Tubeless Radial,4,delhi,121.0
Petrol,MUV,8541,1,Renault,2023,Third Party,Manual,20.0,999.0,96.0,Brown,3.0,4.0,3991.0,1739.0,1643.0,2518.403850840848,947.0,5 Speed,7,Electric,Tubeless Radial,5,chennai,71.0
Petrol,Hatchback,60528,2,Volkswagen,2017,Third Party,Automatic,17.21,1197.0,175.0,Grey,4.0,4.0,3971.0,1682.0,1469.0,2469.0,1109.0,7 Speed,5,Power,Tubeless Radial,5,bangalore,103.0
Diesel,SUV,23001,1,BMW,2018,Comprehensive,Automatic,16.55,1995.0,400.0,Grey,4.0,4.0,4708.0,1891.0,1676.0,2864.0,1690.0,8 Speed,5,Power,Tubeless Radial,5,chennai,187.0
Petrol,Hatchback,57380,3,Tata,2018,Comprehensive,Manual,23.84,1199.0,114.0,Silver,3.0,4.0,3746.0,1647.0,1535.0,2400.0,1012.0,5 Speed,5,Power,Tubeless,5,hyderabad,84.0
Petrol,SUV,23200,1,Mercedes-Benz,2022,Comprehensive,Automatic,19.305221281860927,2996.0,520.0,Black,6.0,4.0,4749.0,2096.0,1585.0,2873.0,1945.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,384.0
Petrol,Sedan,14000,1,Hyundai,2021,Third Party,Manual,17.7,1497.0,143.0,Blue,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1180.0,6 Speed,5,Electric,Tubeless Radial,4,kolkata,113.0
Diesel,SUV,50000,1,Mercedes-Benz,2021,Comprehensive,Automatic,19.305221281860927,1950.0,400.0,White,4.0,4.0,4658.0,1890.0,1644.0,2873.0,1745.0,9 speed Tronic,5,Power,Tubeless Radial,5,chennai,194.0
Diesel,SUV,83000,3,Mercedes-Benz,2014,Comprehensive,Automatic,15.26,2143.0,500.0,White,4.0,4.0,4817.0,2141.0,1762.0,2915.0,2160.0,7 Speed,5,Power,Tubeless Radial,5,delhi,203.0
Petrol,Sedan,60000,1,Hyundai,2015,Third Party,Manual,17.01,1591.0,154.0,Gray,4.0,4.0,4375.0,1700.0,1475.0,2570.0,1250.0,5 Speed,5,Power,Tubeless,4,kolkata,121.0
Petrol,,16415,1,Maruti,2020,Comprehensive,Manual,19.71,1197.0,104.0,Grey,4.0,4.0,3675.0,1475.0,1825.0,2350.0,935.0,5 Speed,5,Manual,Tubeless,5,hyderabad,79.0
Diesel,SUV,60000,1,Mahindra,2013,Third Party,Manual,15.1,2179.0,330.0,Others,4.0,4.0,4585.0,1890.0,1785.0,2700.0,1940.0,6 Speed,7,Power,Tubeless Radial,5,hyderabad,140.0
Petrol,Hatchback,50714,1,Maruti,2014,Comprehensive,Automatic,26.68,998.0,89.0,Silver,3.0,4.0,3695.0,1655.0,1555.0,2435.0,815.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,65.0
Petrol,Hatchback,60000,2,Ford,2013,Third Party,Manual,15.6,1196.0,102.0,Others,4.0,4.0,3795.0,1680.0,1427.0,2489.0,1075.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,70.0
Diesel,Hatchback,120000,3,Tata,2015,Third Party,Manual,17.88,1405.0,85.0,White,4.0,4.0,3690.0,1665.0,1485.0,2400.0,1080.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,48.0
Petrol,Hatchback,29289,1,Maruti,2015,Comprehensive,Manual,22.38,1197.0,113.0,Silver,4.0,4.0,3845.0,1735.0,1530.0,2450.0,875.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,88.0
Petrol,Hatchback,62134,1,Hyundai,2015,Third Party,Manual,18.9,1197.0,114.0,White,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,jaipur,82.0
Diesel,SUV,45000,1,Audi,2015,Comprehensive,Automatic,15.73,1968.0,380.0,Black,4.0,4.0,4385.0,2019.0,1608.0,2603.0,1660.0,7-Speed S-Tronic,5,Power,Tubeless Radial,5,kolkata,174.0
Diesel,Hatchback,71195,1,Maruti,2013,Comprehensive,Manual,22.9,1248.0,190.0,Red,4.0,4.0,3850.0,1695.0,1530.0,2430.0,1060.0,5 Speed,5,Power,Tubeless Radial,5,chennai,74.0
Petrol,Hatchback,38980,2,Maruti,2016,Comprehensive,Manual,18.9,998.0,90.0,Grey,3.0,4.0,3595.0,1475.0,1700.0,2400.0,870.0,5 Speed,5,Power,Tubeless Radial,4,chennai,67.0
Petrol,Hatchback,56814,1,Honda,2016,Comprehensive,Manual,18.7,1199.0,110.0,Red,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1042.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,88.0
Petrol,Hatchback,44790,1,Maruti,2020,Third Party,Manual,22.05,796.0,69.0,Silver,3.0,4.0,3445.0,1515.0,1475.0,2360.0,755.0,5 Speed,5,Power,Tubeless,5,hyderabad,47.0
Petrol,Hatchback,25219,2,Maruti,2018,Comprehensive,Automatic,26.0,998.0,89.0,Silver,3.0,4.0,3695.0,1655.0,1555.0,2435.0,820.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,65.0
Petrol,MUV,20000,1,Kia,2022,Comprehensive,Manual,19.305221281860927,1497.0,144.0,White,4.0,4.0,4540.0,1800.0,1708.0,2780.0,1540.0,6 Speed,7,Electric,Tubeless Radial,5,kolkata,113.0
Petrol,Hatchback,16246,1,Hyundai,2016,Comprehensive,Manual,18.9,1197.0,114.0,Red,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,chennai,82.0
Petrol,Sedan,32947,1,Hyundai,2020,Comprehensive,Automatic,20.1,1197.0,113.0,Grey,4.0,4.0,3995.0,1680.0,1520.0,2450.0,1110.0,5 Speed,5,Electric,Tubeless Radial,4,chennai,81.0
Petrol,Sedan,92960,1,Honda,2016,Comprehensive,Manual,17.8,1497.0,145.0,Brown,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1049.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,117.0
Petrol,Sedan,17899,1,BMW,2021,Comprehensive,Automatic,16.13,1998.0,400.0,Black,4.0,4.0,4824.0,1811.0,1429.0,2810.0,1.0,8-Speed Steptronic Sport Automatic Transmission,5,Power,Tubeless Runflat,4,kolkata,254.0
Diesel,Hatchback,70000,2,Hyundai,2014,Third Party,Manual,24.0,1120.0,160.0,Others,3.0,4.0,3765.0,1660.0,1520.0,2425.0,1025.0,5 Speed,5,Power,Tubeless,5,bangalore,70.0
Diesel,Sedan,120000,2,Ford,2011,Third Party,Manual,19.68,1399.0,160.0,Others,4.0,2.0,4282.0,1686.0,1468.0,2486.0,1150.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,67.0
Petrol,Sedan,79399,1,Maruti,2015,Comprehensive,Manual,20.73,1373.0,130.0,Red,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1010.0,5 Speed,5,Power,Tubeless Radial,4,chennai,91.0
Petrol,Hatchback,17000,1,Maruti,2022,Comprehensive,Manual,22.35,1197.0,113.0,Blue,4.0,4.0,3990.0,1745.0,1500.0,2520.0,920.0,5 Speed,5,Electric,Tubeless Radial,5,delhi,88.0
Diesel,SUV,60000,1,Mercedes-Benz,2018,Comprehensive,Automatic,17.9,2143.0,400.0,White,4.0,4.0,4656.0,1890.0,1639.0,2873.0,1954.0,9 Speed,5,Power,Tubeless Radial,5,delhi,170.0
Diesel,Sedan,150000,3,Skoda,2009,Third Party,Manual,17.0,1896.0,250.0,Others,4.0,4.0,4569.0,1769.0,1485.0,2578.0,1389.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,105.0
Petrol,Hatchback,90000,2,Hyundai,2010,Third Party,Manual,17.0,1197.0,11.0,Others,4.0,4.0,3940.0,1710.0,1505.0,2.0,1100.0,5 Speed,5,Power,Tubeless Radial,5,chennai,80.0
Diesel,Hatchback,92860,1,Hyundai,2014,Comprehensive,Manual,22.54,1396.0,219.0,Grey,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1515.0,6 Speed,5,Power,Tubeless,5,chennai,88.0
Petrol,Hatchback,25086,3,Maruti,2020,Comprehensive,Manual,20.52,1197.0,113.0,White,4.0,4.0,3655.0,1620.0,1675.0,2435.0,830.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,81.0
Petrol,Hatchback,24337,2,Hyundai,2019,Zero Dep,Manual,18.9,1197.0,113.0,Silver,4.0,4.0,3765.0,1660.0,1520.0,2425.0,1100.0,5 Speed,5,Power,Tubeless,5,hyderabad,81.0
Diesel,SUV,97542,1,Mercedes-Benz,2014,Comprehensive,Automatic,15.26,2143.0,500.0,Blue,4.0,4.0,4817.0,2141.0,1762.0,2915.0,2160.0,7 Speed,5,Power,Tubeless Radial,5,bangalore,203.0
Petrol,Hatchback,67653,1,Tata,2017,Comprehensive,Automatic,23.84,1199.0,114.0,Silver,3.0,4.0,3746.0,1647.0,1535.0,2400.0,980.0,5 Speed,5,Power,Tubeless,5,jaipur,84.0
Petrol,SUV,10000,1,Mahindra,2022,Third Party,Automatic,19.305221281860927,1999.0,380.0,Others,4.0,4.0,4695.0,1890.0,1755.0,2750.0,1850.0,6 Speed,7,Power,Tubeless Radial,5,delhi,197.0
Petrol,Hatchback,151231,1,Maruti,2014,Third Party,Manual,20.51,998.0,90.0,Silver,3.0,4.0,3599.0,1495.0,1700.0,2400.0,885.0,5 Speed,5,Power,Tubeless,5,jaipur,67.0
Diesel,Pickup Trucks,120000,1,Isuzu,2018,Third Party,Manual,12.4,2499.0,320.0,Gray,4.0,4.0,5295.0,1860.0,1840.0,3095.0,1905.0,5 Speed,5,Power,Tubeless Radial,4,delhi,134.0
Petrol,Hatchback,105021,2,Tata,2019,Third Party,Manual,23.84,1199.0,114.0,White,3.0,4.0,3746.0,1647.0,1535.0,2400.0,1012.0,5 Speed,5,Power,Tubeless,5,jaipur,83.0
Petrol,Hatchback,87908,1,Maruti,2016,Third Party,Manual,20.51,998.0,90.0,White,3.0,4.0,3636.0,1475.0,1670.0,2400.0,885.0,5 Speed,5,Power,Tubeless,5,hyderabad,67.0
Diesel,SUV,110000,1,Jeep,2018,Third Party,Manual,17.1,1956.0,350.0,Others,4.0,4.0,4395.0,1818.0,1640.0,2636.0,1537.0,6 Speed,5,power,Tubeless Radial,5,bangalore,170.0
Cng,Hatchback,17851,1,Maruti,2020,Comprehensive,Manual,32.52,998.0,78.0,White,3.0,4.0,3655.0,1620.0,1675.0,2435.0,905.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,58.0
Petrol,Sedan,51767,1,Honda,2016,Third Party,Automatic,18.0,1497.0,145.0,Black,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1085.0,5 Speed CVT,5,Power,Tubeless Radial,4,kolkata,117.0
Diesel,SUV,20000,1,Hyundai,2019,Comprehensive,Automatic,17.01,1582.0,259.0,White,4.0,4.0,4270.0,1780.0,1630.0,2590.0,1320.0,6 Speed,5,Power,Tubeless,5,chennai,126.0
Diesel,SUV,30000,2,Land Rover,2020,Third Party,Automatic,19.305221281860927,1999.0,430.0,Silver,4.0,4.0,4371.0,1996.0,1649.0,2681.0,1775.0,9-speed automatic,5,Power,Tubeless Radial,5,kolkata,245.0
Petrol,Sedan,20000,2,Volkswagen,2022,Third Party,Automatic,18.12,999.0,178.0,White,3.0,4.0,4561.0,1752.0,1507.0,2651.0,1245.0,6 Speed,5,Electric,Tubeless Radial,4,hyderabad,113.0
Petrol,Hatchback,20000,1,Hyundai,2022,Third Party,Manual,20.7,1197.0,113.0,Others,4.0,4.0,3805.0,1680.0,1520.0,2450.0,1160.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,81.0
Petrol,Hatchback,10000,1,Citroen,2022,Third Party,Manual,19.3,1199.0,190.0,Others,3.0,4.0,3981.0,1733.0,1586.0,2540.0,1048.0,6 Speed,5,Electric,Tubeless Radial,5,jaipur,108.0
Cng,Hatchback,18930,1,Maruti,2020,Comprehensive,Manual,32.52,998.0,78.0,Silver,3.0,4.0,3655.0,1620.0,1675.0,2435.0,905.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,58.0
Petrol,Hatchback,34250,1,Renault,2018,Comprehensive,Manual,25.17,799.0,72.0,White,3.0,4.0,3679.0,1579.0,1478.0,2422.0,730.0,5 Speed,5,Power,Tubeless Radial,5,delhi,53.0
Diesel,Sedan,120000,2,Mercedes-Benz,2015,Third Party,Automatic,13.0,2143.0,500.0,Others,4.0,4.0,4879.0,2071.0,1474.0,2874.0,1800.0,7 Speed,5,Power,Tubeless Radial,4,bangalore,201.0
Petrol,Hatchback,30000,1,Renault,2018,Third Party,Manual,25.17,799.0,72.0,Others,3.0,4.0,3679.0,1579.0,1478.0,2422.0,690.0,5 Speed,5,Power,Tubeless Radial,5,delhi,53.0
Petrol,Sedan,80000,1,Maruti,2014,Third Party,Manual,19.1,1197.0,114.0,Others,4.0,4.0,3995.0,1695.0,1555.0,2430.0,960.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,85.0
Petrol,Hatchback,46375,2,Honda,2017,Third Party,Manual,18.5,1198.0,109.0,Silver,4.0,4.0,3610.0,1680.0,1500.0,2345.0,930.0,5 Speed,5,Power,Tubeless Radial,5,chennai,86.0
Petrol,Sedan,80000,1,Honda,2016,Third Party,Automatic,15.5,1198.0,109.0,Others,4.0,4.0,3990.0,1680.0,1505.0,2405.0,990.0,5 Speed,5,Power,Tubeless Radial,4,chennai,86.0
Petrol,Hatchback,60000,1,Hyundai,2015,Third Party,Manual,21.1,814.0,74.0,Others,3.0,3.0,3495.0,1550.0,1500.0,2380.0,880.0,5 Speed,5,Power,Tubeless,5,jaipur,55.0
Petrol,Sedan,95329,1,Hyundai,2018,Zero Dep,Manual,17.0,1591.0,151.0,Black,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1228.0,6 Speed,5,Power,Tubeless,4,jaipur,121.0
Petrol,Hatchback,90000,2,Honda,2012,Third Party,Manual,19.4,1198.0,109.0,Others,4.0,4.0,3610.0,1680.0,1500.0,2345.0,915.0,5 Speed,5,Power,Tubeless Radial,5,delhi,86.0
Petrol,Sedan,33886,1,Maruti,2010,Comprehensive,Manual,17.5,1298.0,114.0,Golden,4.0,4.0,4160.0,1690.0,1530.0,2390.0,1035.0,5 Speed,5,Power,Tubeless Radial,4,chennai,85.0
Diesel,SUV,35000,1,Mercedes-Benz,2021,Comprehensive,Automatic,19.305221281860927,1950.0,400.0,Blue,4.0,4.0,4658.0,1890.0,1644.0,2873.0,1745.0,9 speed Tronic,5,Power,Tubeless Radial,5,chennai,194.0
Petrol,Sedan,59514,1,Maruti,2014,Comprehensive,Manual,22.41,1197.0,113.0,Black,4.0,4.0,3995.0,1735.0,1515.0,2450.0,880.0,5 Speed,5,Electric,Tubeless Radial,4,bangalore,88.0
Petrol,SUV,60000,1,Ford,2015,Third Party,Automatic,16.5,1499.0,140.0,White,4.0,4.0,3999.0,1765.0,1708.0,2520.0,1290.0,6 Speed,5,Power,Tubeless Radial,5,hyderabad,110.0
Petrol,Hatchback,13923,1,Ford,2021,Comprehensive,Automatic,16.0,1194.0,119.0,White,3.0,4.0,3941.0,1704.0,1525.0,2490.0,1081.0,6 Speed,5,Electric,Tubeless,5,chennai,95.0
Petrol,Convertibles,22000,1,Audi,2015,Comprehensive,Automatic,16.6,1798.0,250.0,Red,4.0,4.0,4421.0,1960.0,1409.0,2595.0,1430.0,7 Speed,4,Power,Tubeless Radial,2,bangalore,177.0
